SourceLocation,TargetLocation,Count,rootSize,targetSize,sourceNode,targetNode,CallLocation,
uglify-js.js~667663-667726:9-9,<builtin>~1-1:1-1,156,312,18,if_break_in_loop,Function.prototype.[Symbol.hasInstance],benchmarks/uglify-js.js~667684:32548460-32548482,
uglify-js.js~669034-669153:28-9,uglify-js.js~664323-664325:17-9,132,833,48,:anonymous,option,benchmarks/uglify-js.js~669056:32618311-32618343,
uglify-js.js~666752-666754:37-13,uglify-js.js~659921-659923:5-5,150,26,8,:anonymous,return_false,benchmarks/uglify-js.js~666753:32501789-32501827,
uglify-js.js~666812-666814:34-13,uglify-js.js~666797-666799:29-13,30,76,55,:anonymous,:anonymous,benchmarks/uglify-js.js~666813:32504780-32504817,
uglify-js.js~665670-665674:17-17,uglify-js.js~665667-665669:17-17,186,138,39,can_merge_flow,is_return_void,benchmarks/uglify-js.js~665673:32452523-32452546,
<builtin>~1-1:1-1,<builtin>~1-1:1-1,207692,176,15,RegExp.prototype.[Symbol.replace],RegExp.prototype.get unicode,<builtin>~1:0,
uglify-js.js~193523-193531:5-5,uglify-js.js~193619-193622:5-5,4,81,41,isFunction,isObject,benchmarks/uglify-js.js~193524:7383687-7383701,
uglify-js.js~660889-660898:29-9,<builtin>~1-1:1-1,336,130,18,loopcontrol_target,Function.prototype.[Symbol.hasInstance],benchmarks/uglify-js.js~660896:32246628-32246662,
uglify-js.js~183074-183076:12-5,<builtin>~1-1:1-1,117,23,13,:anonymous,Object.keys,benchmarks/uglify-js.js~183075:7046205-7046224,
uglify-js.js~660854-660861:15-9,<builtin>~1-1:1-1,887508,122,18,push,Function.prototype.[Symbol.hasInstance],benchmarks/uglify-js.js~660855:32244935-32244960,
uglify-js.js~663789-663792:39-17,uglify-js.js~663518-663541:37-9,1596,33,157,:anonymous,:anonymous,benchmarks/uglify-js.js~663791:32364996-32365012,
uglify-js.js~662297-662316:16-9,<builtin>~1-1:1-1,10,130,42,:anonymous,Array.prototype.push,benchmarks/uglify-js.js~662301:32307690-32307715,
uglify-js.js~180825-180828:7-7,lodash.templateSources[72]~4-14:8-1,1,75,129,interpolate,:anonymous,benchmarks/uglify-js.js~180827:6977092-6977168,
uglify-js.js~661959-662010:25-9,uglify-js.js~662144-662178:26-9,105,510,236,expr_atom,subscripts,benchmarks/uglify-js.js~661992:32296666-32296698,
<builtin>~1-1:1-1,lodash.templateSources[69]~1-13:2-1,1,27,11,Function.prototype.apply,anonymous,<builtin>~1:0,
uglify-js.js~661506-661652:38-9,uglify-js.js~662288-662293:9-9,90,888,50,statement,in_loop,benchmarks/uglify-js.js~661582:32282198-32282215,
uglify-js.js~665486-665489:17-17,uglify-js.js~662756-662758:40-5,4722,97,23,is_lhs_local,:anonymous,benchmarks/uglify-js.js~665488:32442364-32442379,
uglify-js.js~661959-662010:25-9,uglify-js.js~662144-662178:26-9,335,510,236,expr_atom,subscripts,benchmarks/uglify-js.js~661989:32296581-32296607,
uglify-js.js~179966-179977:7-7,<builtin>~1-1:1-1,2,62,12,raiseIndex,Function.prototype.call,benchmarks/uglify-js.js~179971:6949535-6949553,
uglify-js.js~664184-664190:9-9,<builtin>~1-1:1-1,18,68,18,make_block,Function.prototype.[Symbol.hasInstance],benchmarks/uglify-js.js~664185:32380469-32380502,
uglify-js.js~667773-667904:21-9,uglify-js.js~664370-664378:15-9,6,1164,71,:anonymous,warn,benchmarks/uglify-js.js~667787:32553554-32553638,
